Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
185.199.108.154-192.168.37.26-443-53201-6,192.168.37.26,53201,185.199.108.154,443,6,28/03/2025 02:37:26 PM,7989693,96,184,3474.0,212118.0,1300.0,0.0,36.18750000000001,158.4592467946785,1280.0,0.0,1152.8152173913045,370.9286950565376,26983.765208500503,35.04515129680202,28636.892473118285,348986.3372929781,5671535.0,0.0,7828880.0,82409.26315789473,596382.7293997558,5671535.0,13.0,2277922.0,12447.661202185793,115494.67639420039,1546225.0,0.0,0,0,0,0,1920,3704,12.015480444617834,23.029670852184182,0.0,1300.0,767.2313167259783,617.6384979570308,381477.3141586172,0,1,0,0,0,0,0,0,1.0,769.9714285714285,36.1875,1152.8152173913043,0,0,0,0,0,0,96,3474,184,212118,-1,311,14,0,0,0,0,0,0,0,0,0,No Label
192.168.37.26-20.207.73.82-53200-443-6,192.168.37.26,53200,20.207.73.82,443,6,28/03/2025 02:37:25 PM,9158057,95,184,5696.0,190458.0,1300.0,0.0,59.95789473684208,213.57249582810073,1280.0,0.0,1035.0978260869563,478.27293028378983,21418.735437003725,30.464977451002984,32942.65107913669,331289.2264078697,5446457.0,0.0,9115385.0,96972.18085106384,568368.4561656344,5446457.0,30.0,3711566.0,20281.781420765026,83628.75572916951,825419.0,0.0,0,0,0,0,1924,3716,10.3733794188003,20.091598032202683,0.0,1300.0,700.5499999999997,617.0123218999311,380704.20537634415,0,1,0,0,0,0,0,0,1.0,703.0609318996416,59.95789473684211,1035.0978260869565,0,0,0,0,0,0,95,5696,184,190458,-1,80,21,0,0,0,0,0,0,0,0,0,No Label
185.199.108.154-192.168.37.26-443-53201-6,185.199.108.154,443,192.168.37.26,53201,6,28/03/2025 02:37:34 PM,198,2,2,24.0,0.0,24.0,0.0,12.0,16.97056274847714,0.0,0.0,0.0,0.0,121212.12121212122,20202.020202020205,66.0,57.29746940310715,103.0,0.0,198.0,198.0,0.0,198.0,198.0,95.0,95.0,0.0,95.0,95.0,0,0,0,0,40,40,10101.010101010103,10101.010101010103,0.0,24.0,4.8,10.73312629199899,115.2,0,0,0,0,1,0,0,0,1.0,6.0,12.0,0.0,0,0,0,0,0,0,2,24,2,0,-1,0,1,0,0,0,0,0,0,0,0,0,No Label
185.199.108.133-192.168.37.26-443-53203-6,185.199.108.133,443,192.168.37.26,53203,6,28/03/2025 02:37:34 PM,1,2,1,24.0,0.0,24.0,0.0,12.0,16.97056274847714,0.0,0.0,0.0,0.0,2.4E7,3000000.0,0.5,0.7071067811865476,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,40,20,2000000.0,1000000.0,0.0,24.0,6.0,12.0,144.0,0,0,0,0,1,0,0,0,0.0,8.0,12.0,0.0,0,0,0,0,0,0,2,24,1,0,-1,301,1,0,0,0,0,0,0,0,0,0,No Label
185.199.108.154-192.168.37.26-443-53199-6,185.199.108.154,443,192.168.37.26,53199,6,28/03/2025 02:37:34 PM,113,2,1,24.0,0.0,24.0,0.0,12.0,16.97056274847714,0.0,0.0,0.0,0.0,212389.38053097346,26548.672566371682,56.5,79.90306627407988,113.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,40,20,17699.11504424779,8849.557522123894,0.0,24.0,6.0,12.0,144.0,0,0,0,0,1,0,0,0,0.0,8.0,12.0,0.0,0,0,0,0,0,0,2,24,1,0,-1,296,1,0,0,0,0,0,0,0,0,0,No Label
192.168.37.26-20.207.73.85-53205-443-6,20.207.73.85,443,192.168.37.26,53205,6,28/03/2025 02:37:34 PM,429,1,2,0.0,24.0,0.0,0.0,0.0,0.0,24.0,0.0,12.0,16.97056274847714,55944.055944055945,6993.006993006993,214.5,137.88582233137677,312.0,117.0,0,0,0,0,0,117.0,117.0,0.0,117.0,117.0,0,1,0,0,20,40,2331.0023310023307,4662.004662004661,0.0,24.0,12.0,13.856406460551018,192.0,0,0,0,1,1,0,0,0,2.0,16.0,0.0,12.0,0,0,0,0,0,0,1,0,2,24,-1,0,0,0,0,0,0,0,0,0,0,0,No Label
192.168.37.26-20.207.73.82-53200-443-6,20.207.73.82,443,192.168.37.26,53200,6,28/03/2025 02:37:34 PM,0,1,1,0.0,24.0,0.0,0.0,0.0,0.0,24.0,24.0,24.0,0.0,Infinity,Infinity,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20,20,0.0,0.0,0.0,24.0,16.0,13.856406460551018,192.0,0,0,0,1,1,0,0,0,1.0,24.0,0.0,24.0,0,0,0,0,0,0,1,0,1,24,-1,80,0,0,0,0,0,0,0,0,0,0,No Label
140.82.113.22-192.168.37.26-443-53204-6,140.82.113.22,443,192.168.37.26,53204,6,28/03/2025 02:37:34 PM,0,1,1,0.0,24.0,0.0,0.0,0.0,0.0,24.0,24.0,24.0,0.0,Infinity,Infinity,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20,20,0.0,0.0,0.0,24.0,16.0,13.856406460551018,192.0,0,0,0,1,1,0,0,0,1.0,24.0,0.0,24.0,0,0,0,0,0,0,1,0,1,24,-1,94,0,0,0,0,0,0,0,0,0,0,No Label
140.82.113.22-192.168.37.26-443-53207-6,140.82.113.22,443,192.168.37.26,53207,6,28/03/2025 02:37:35 PM,549,1,2,0.0,24.0,0.0,0.0,0.0,0.0,24.0,0.0,12.0,16.97056274847714,43715.84699453552,5464.48087431694,274.5,269.4076836320746,465.0,84.0,0,0,0,0,0,84.0,84.0,0.0,84.0,84.0,0,1,0,0,20,40,1821.4936247723133,3642.9872495446266,0.0,24.0,12.0,13.856406460551018,192.0,0,0,0,1,1,0,0,0,2.0,16.0,0.0,12.0,0,0,0,0,0,0,1,0,2,24,-1,0,0,0,0,0,0,0,0,0,0,0,No Label
192.168.37.26-192.168.37.97-53211-80-6,192.168.37.97,80,192.168.37.26,53211,6,28/03/2025 02:37:47 PM,5007641,5,1,3383.0,0.0,1460.0,0.0,676.6,739.7011558730999,0.0,0.0,0.0,0.0,675.5675975973518,1.198168958198082,1001528.2,2237467.2411209065,5004031.0,84.0,5006245.0,1251561.25,2501646.664266742,5004031.0,84.0,0,0,0,0,0,0,0,0,0,100,32,0.9984741318317348,0.19969482636634697,0.0,1460.0,483.28571428571433,688.3087277972761,473768.9047619048,0,1,0,0,1,0,0,0,0.0,563.8333333333334,676.6,0.0,0,0,0,0,0,0,5,3383,1,0,-1,64240,3,0,0,0,0,0,0,0,0,0,No Label
140.82.113.22-192.168.37.26-443-53210-6,192.168.37.26,53210,140.82.113.22,443,6,28/03/2025 02:37:45 PM,8896681,10,10,1969.0,4220.0,1300.0,0.0,196.9,422.05540710511775,1280.0,0.0,422.0,595.9237460540661,695.6526821631574,2.248029349371974,468246.3684210527,1374792.6233712975,6061647.0,1.0,8604694.0,956077.1111111111,1942539.3370559092,6061647.0,12.0,2834945.0,314993.8888888889,367575.56706017756,1063381.0,1.0,0,0,0,0,212,236,1.124014674685987,1.124014674685987,0.0,1300.0,294.7142857142858,507.1416116684908,257192.6142857143,0,1,0,0,0,0,0,0,1.0,309.45,196.9,422.0,0,0,0,0,0,0,10,1969,10,4220,-1,70,4,0,0,0,0,0,0,0,0,0,No Label
192.168.37.26-20.207.73.85-53208-443-6,192.168.37.26,53208,20.207.73.85,443,6,28/03/2025 02:37:45 PM,9150046,12,13,3117.0,4706.0,1300.0,0.0,259.75,398.3379389869406,1280.0,0.0,362.0,531.9627179919034,854.9683793939397,2.7322267013739605,381251.9166666667,1754887.903658829,8617371.0,0.0,9091294.0,826481.2727272727,2645734.474953414,8801669.0,24.0,532675.0,44389.583333333336,58860.13996440026,185386.0,0.0,0,0,0,0,240,284,1.311468816659501,1.4207578847144595,0.0,1300.0,300.8846153846153,460.46101480347517,212024.34615384616,0,1,0,0,0,0,0,0,1.0,312.92,259.75,362.0,0,0,0,0,0,0,12,3117,13,4706,-1,75,8,0,0,0,0,0,0,0,0,0,No Label
140.82.113.22-192.168.37.26-443-53209-6,192.168.37.26,53209,140.82.113.22,443,6,28/03/2025 02:37:45 PM,9148949,15,16,5730.0,4813.0,1300.0,0.0,382.0,520.6985692317581,1280.0,0.0,300.81250000000006,501.1264935123666,1152.3728026027907,3.3883673414290536,304964.9666666667,1387338.8959365257,7615115.0,0.0,8863486.0,633106.1428571428,2155086.805199944,8104627.0,4.0,1533834.0,102255.59999999999,181606.27021341684,489559.0,0.0,0,0,0,0,300,344,1.6395325845624453,1.7488347568666085,0.0,1300.0,329.46874999999994,499.21796806314654,249218.5796370968,0,1,0,0,0,0,0,0,1.0,340.0967741935484,382.0,300.8125,0,0,0,0,0,0,15,5730,16,4813,-1,81,9,0,0,0,0,0,0,0,0,0,No Label
192.168.37.26-192.168.37.97-53212-80-6,192.168.37.97,80,192.168.37.26,53212,6,28/03/2025 02:37:47 PM,7382706,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27090337878821125,7382706.0,0.0,7382706.0,7382706.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,32,0.13545168939410562,0.13545168939410562,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,64240,0,0,0,0,0,0,0,0,0,0,No Label
192.168.37.26-20.207.73.85-53208-443-6,20.207.73.85,443,192.168.37.26,53208,6,28/03/2025 02:37:54 PM,0,1,1,0.0,24.0,0.0,0.0,0.0,0.0,24.0,24.0,24.0,0.0,Infinity,Infinity,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20,20,0.0,0.0,0.0,24.0,16.0,13.856406460551018,192.0,0,0,0,1,1,0,0,0,1.0,24.0,0.0,24.0,0,0,0,0,0,0,1,0,1,24,-1,75,0,0,0,0,0,0,0,0,0,0,No Label
140.82.113.22-192.168.37.26-443-53209-6,140.82.113.22,443,192.168.37.26,53209,6,28/03/2025 02:37:54 PM,1,1,1,0.0,24.0,0.0,0.0,0.0,0.0,24.0,24.0,24.0,0.0,2.4E7,2000000.0,1.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20,20,1000000.0,1000000.0,0.0,24.0,16.0,13.856406460551018,192.0,0,0,0,1,1,0,0,0,1.0,24.0,0.0,24.0,0,0,0,0,0,0,1,0,1,24,-1,81,0,0,0,0,0,0,0,0,0,0,No Label
140.82.113.22-192.168.37.26-443-53210-6,140.82.113.22,443,192.168.37.26,53210,6,28/03/2025 02:37:54 PM,1,1,1,0.0,24.0,0.0,0.0,0.0,0.0,24.0,24.0,24.0,0.0,2.4E7,2000000.0,1.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20,20,1000000.0,1000000.0,0.0,24.0,16.0,13.856406460551018,192.0,0,0,0,1,1,0,0,0,1.0,24.0,0.0,24.0,0,0,0,0,0,0,1,0,1,24,-1,70,0,0,0,0,0,0,0,0,0,0,No Label
192.168.37.26-20.135.4.163-53187-443-6,192.168.37.26,53187,20.135.4.163,443,6,28/03/2025 02:38:07 PM,309346,0,2,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,6.465252500436405,309346.0,0.0,309346.0,309346.0,0,0,0,0,0,309346.0,309346.0,0.0,309346.0,309346.0,0,0,0,0,0,40,0.0,6.465252500436405,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,2050,0,0,0,0,0,0,0,0,0,0,No Label
192.168.37.26-20.60.225.225-53189-443-6,192.168.37.26,53189,20.60.225.225,443,6,28/03/2025 02:38:07 PM,309033,0,2,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,6.4718007461986256,309033.0,0.0,309033.0,309033.0,0,0,0,0,0,309033.0,309033.0,0.0,309033.0,309033.0,0,0,0,0,0,40,0.0,6.4718007461986256,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,16385,0,0,0,0,0,0,0,0,0,0,No Label
134.221.96.0-0.0.0.32-0-0-0,134.221.96.0,0,0.0.0.32,0,0,28/03/2025 02:36:57 PM,80514245,9,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12420162419705978,8946027.222222222,9879634.798264315,2.5103384E7,50.0,8.0514154E7,1.006426925E7,9934240.737563228,2.5103384E7,50.0,0,0,0,0,0,0,0,0,0,0,0,0.1117814617773538,0.012420162419705979,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,9,0,1,0,-1,-1,0,0,862278.5,1219317.255808553,1724466.0,91.0,1.5757911E7,8009489.551996119,2.5103384E7,5206107.0,No Label
134.221.96.6-43.7.0.21-0-0-0,134.221.96.6,0,43.7.0.21,0,0,28/03/2025 02:36:58 PM,90081776,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03330307342075493,4.5040888E7,55940.63167323015,4.5080444E7,4.5001332E7,4.5001332E7,4.5001332E7,0.0,4.5001332E7,4.5001332E7,0,0,0,0,0,0,0,0,0,0,0,0.022202048947169956,0.011101024473584978,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,1,0,-1,-1,0,0,0,0,0,0,4.5040888E7,55940.63167323015,4.5080444E7,4.5001332E7,No Label
192.168.37.26-13.107.139.11-53191-443-6,192.168.37.26,53191,13.107.139.11,443,6,28/03/2025 02:37:04 PM,114702730,106,88,91330.0,29274.0,1300.0,0.0,861.6037735849058,589.8579115305213,1280.0,0.0,332.65909090909093,525.0775287333988,1051.448383137873,1.691328532459515,594314.6632124353,3684356.8576034936,3.1176385E7,0.0,1.14656534E8,1091966.99047619,4951683.548952658,3.1176385E7,3.0,1.14661904E8,1317952.91954023,5434906.089636942,3.1245505E7,0.0,0,0,0,0,2204,1820,0.9241279610345804,0.7672005714249347,0.0,1300.0,618.4820512820511,619.0967842627116,383280.82828443043,0,1,0,0,0,0,0,0,0.0,621.6701030927835,861.6037735849056,332.65909090909093,0,0,0,0,0,0,106,91330,88,29274,-1,16383,83,0,3403711.0,5104250.250476166,1.1056881E7,708624.0,2.5096423E7,6540558.644783538,3.1176385E7,1.8131707E7,No Label
192.168.37.26-52.104.130.25-53192-443-6,192.168.37.26,53192,52.104.130.25,443,6,28/03/2025 02:37:05 PM,114169615,46,47,19582.0,42525.0,1300.0,0.0,425.695652173913,589.802711631053,1280.0,0.0,904.7872340425535,537.4650215583382,543.9888712946961,0.8145775038305946,1240974.0760869565,5288552.672906335,3.1233762E7,0.0,1.13814116E8,2529202.577777778,7383992.5314165,3.1233762E7,5.0,1.14169572E8,2481947.217391304,7409299.85852609,3.1505508E7,0.0,0,0,0,0,1024,964,0.4029093029699715,0.41166820086062306,0.0,1300.0,660.7127659574467,611.0025715297137,373324.14241592295,0,1,0,0,0,0,0,0,1.0,667.8172043010753,425.69565217391306,904.7872340425532,0,0,0,0,0,0,46,19582,47,42525,-1,16385,23,0,1565568.0,1909295.377359014,4752876.0,356696.0,2.12029768E7,1.0406928084653834E7,3.1233762E7,6303960.0,No Label
8.0.6.4-8.6.0.1-0-0-0,8.6.0.1,0,8.0.6.4,0,0,28/03/2025 02:37:09 PM,118576447,10,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09276715805121062,1.1857644700000001E7,7856160.543062468,2.6286546E7,5609.0,1.16558261E8,1.2950917888888888E7,7482489.244950915,2.6286546E7,5609.0,0,0,0,0,0,0,0,0,0,0,0,0.08433378004655512,0.00843337800465551,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,10,0,1,0,-1,-1,0,0,2018186.0,0.0,2018186.0,2018186.0,1.5965461857142858E7,5002988.085426263,2.6286546E7,1.1430624E7,No Label
192.168.37.26-20.189.173.27-53193-443-6,192.168.37.26,53193,20.189.173.27,443,6,28/03/2025 02:37:08 PM,115103419,63,41,46862.0,11193.0,1300.0,0.0,743.8412698412698,578.0656622583913,1300.0,0.0,272.99999999999994,426.63772688312514,504.372506953942,0.9035352807374036,1117508.9223300973,5008446.52108673,3.1933608E7,0.0,1.13702357E8,1833908.983870968,6373727.546663815,3.1933608E7,2.0,1.15103419E8,2877585.475,7900999.61952882,3.2478931E7,0.0,0,0,0,0,1320,880,0.5473338719851579,0.35620140875224565,0.0,1300.0,552.9047619047617,570.2006820107879,325128.8177655677,0,1,0,0,0,0,0,0,0.0,558.2211538461538,743.8412698412699,273.0,0,0,0,0,0,0,63,46862,41,11193,-1,16385,43,0,1660936.6,1764055.9086877888,3873523.0,293001.0,2.1154726E7,1.0507399747387338E7,3.1933608E7,6022626.0,No Label
