Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
192.168.0.1-192.168.0.104-1900-57834-6,192.168.0.104,57834,192.168.0.1,1900,6,26/03/2025 12:05:59 AM,6629,2,5,283,240,283,0,141.5,200.1112191,240,0,48,107.3312629,78895.76105,1055.966209,1104.833333,1193.862206,2895,0,178,178,0,178,178,6629,1657.25,1221.347719,2895,0,0,0,0,0,40,124,301.7046312,754.2615779,0,283,65.375,121.5952742,14785.41071,0,1,0,0,0,0,0,0,2,74.71428571,141.5,48,0,0,0,0,0,0,2,283,5,240,-1,1959,1,0,0,0,0,0,0,0,0,0,No Label
192.168.0.1-192.168.0.104-1900-57834-6,192.168.0.104,57834,192.168.0.1,1900,6,26/03/2025 12:05:59 AM,25,1,1,0,0,0,0,0,0,0,0,0,0,0,80000,25,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,40000,40000,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,255,0,0,0,0,0,0,0,0,0,0,No Label
192.168.0.1-192.168.0.104-1900-57835-6,192.168.0.104,57835,192.168.0.1,1900,6,26/03/2025 12:05:59 AM,10458,3,6,636,554,327,0,212,183.8178446,335,0,92.33333333,147.6708051,113788.4873,860.5851979,1307.25,2003.41143,5908,0,261,130.5,85.55992052,191,70,10458,2091.6,2297.90139,5908,0,0,0,0,0,60,144,286.8617326,573.7234653,0,335,119,156.6971602,24554,0,1,0,0,0,0,0,0,2,132.2222222,212,92.33333333,0,0,0,0,0,0,3,636,6,554,-1,2093,2,0,0,0,0,0,0,0,0,0,No Label
192.168.0.1-192.168.0.104-1900-57835-6,192.168.0.104,57835,192.168.0.1,1900,6,26/03/2025 12:05:59 AM,18,1,1,0,0,0,0,0,0,0,0,0,0,0,111111.1111,18,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,55555.55556,55555.55556,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,253,0,0,0,0,0,0,0,0,0,0,No Label
192.168.0.1-192.168.0.104-1900-57836-6,192.168.0.104,57836,192.168.0.1,1900,6,26/03/2025 12:05:59 AM,9910,3,6,644,571,331,0,214.6666667,186.1245103,352,0,95.16666667,153.3132958,122603.4309,908.1735621,1238.75,1955.700806,5762,0,232,116,66.46803743,163,69,9910,1982,2253.888307,5762,0,0,0,0,0,60,144,302.7245207,605.4490414,0,352,121.5,160.4758549,25752.5,0,1,0,0,0,0,0,0,2,135,214.6666667,95.16666667,0,0,0,0,0,0,3,644,6,571,-1,2093,2,0,0,0,0,0,0,0,0,0,No Label
192.168.0.1-192.168.0.104-1900-57836-6,192.168.0.104,57836,192.168.0.1,1900,6,26/03/2025 12:05:59 AM,8,1,1,0,0,0,0,0,0,0,0,0,0,0,250000,8,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,125000,125000,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,253,0,0,0,0,0,0,0,0,0,0,No Label
192.168.0.1-192.168.0.104-1900-57837-6,192.168.0.104,57837,192.168.0.1,1900,6,26/03/2025 12:05:59 AM,13752,3,6,636,554,327,0,212,183.8178446,335,0,92.33333333,147.6708051,86532.86795,654.4502618,1719,2018.098469,5420,1,440,220,166.8772004,338,102,13752,2750.4,2115.246392,5420,1,0,0,0,0,60,144,218.1500873,436.3001745,0,335,119,156.6971602,24554,0,1,0,0,0,0,0,0,2,132.2222222,212,92.33333333,0,0,0,0,0,0,3,636,6,554,-1,2093,2,0,0,0,0,0,0,0,0,0,No Label
192.168.0.1-192.168.0.104-1900-57837-6,192.168.0.104,57837,192.168.0.1,1900,6,26/03/2025 12:05:59 AM,59,1,1,0,0,0,0,0,0,0,0,0,0,0,33898.30508,59,0,59,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,16949.15254,16949.15254,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,253,0,0,0,0,0,0,0,0,0,0,No Label
192.168.0.1-192.168.0.104-1900-57838-6,192.168.0.104,57838,192.168.0.1,1900,6,26/03/2025 12:05:59 AM,10692,3,6,644,571,331,0,214.6666667,186.1245103,352,0,95.16666667,153.3132958,113636.3636,841.7508418,1336.5,1721.619835,5120,1,354,177,118.7939392,261,93,10692,2138.4,1883.9681,5120,1,0,0,0,0,60,144,280.5836139,561.1672278,0,352,121.5,160.4758549,25752.5,0,1,0,0,0,0,0,0,2,135,214.6666667,95.16666667,0,0,0,0,0,0,3,644,6,571,-1,2093,2,0,0,0,0,0,0,0,0,0,No Label
192.168.0.1-192.168.0.104-1900-57838-6,192.168.0.104,57838,192.168.0.1,1900,6,26/03/2025 12:05:59 AM,30,1,1,0,0,0,0,0,0,0,0,0,0,0,66666.66667,30,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,33333.33333,33333.33333,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,253,0,0,0,0,0,0,0,0,0,0,No Label
192.168.0.1-192.168.0.104-1900-57839-6,192.168.0.104,57839,192.168.0.1,1900,6,26/03/2025 12:05:59 AM,11381,3,6,636,554,327,0,212,183.8178446,335,0,92.33333333,147.6708051,104560.232,790.7916703,1422.625,2034.384564,5325,0,312,156,86.2670273,217,95,11381,2276.2,2363.294776,5325,0,0,0,0,0,60,144,263.5972234,527.1944469,0,335,119,156.6971602,24554,0,1,0,0,0,0,0,0,2,132.2222222,212,92.33333333,0,0,0,0,0,0,3,636,6,554,-1,2093,2,0,0,0,0,0,0,0,0,0,No Label
192.168.0.104-35.241.24.90-58468-443-6,192.168.0.104,58468,35.241.24.90,443,6,26/03/2025 12:32:43 AM,5247969,6,6,2069,798,1412,0,344.8333333,572.0190265,586,0,133,237.5735676,546.3065807,2.286598873,477088.0909,1530321.402,5090875,2,5229070,1045814,2261522.679,5090875,24,103347,20669.4,13196.91859,35459,2,0,0,0,0,120,144,1.143299436,1.143299436,0,1412,220.5384615,418.8819673,175462.1026,0,1,0,0,0,0,0,0,1,238.9166667,344.8333333,133,0,0,0,0,0,0,6,2069,6,798,-1,1046,3,0,0,0,0,0,0,0,0,0,No Label
183.82.12.170-192.168.0.104-443-58433-6,192.168.0.104,58433,183.82.12.170,443,6,26/03/2025 12:32:36 AM,12122186,1,1,0,0,0,0,0,0,0,0,0,0,0,0.164986744,1.21E+07,0,1.21E+07,1.21E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0.082493372,0.082493372,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,1019,0,0,0,0,0,0,0,0,0,0,No Label
192.168.0.104-23.53.128.229-58164-80-6,192.168.0.104,58164,23.53.128.229,80,6,26/03/2025 12:32:31 AM,4799484,1,1,0,0,0,0,0,0,0,0,0,0,0,0.416711463,4799484,0,4799484,4799484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0.208355732,0.208355732,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,252,0,0,0,0,0,0,0,0,0,0,No Label
192.168.0.104-20.190.146.32-58450-443-6,192.168.0.104,58450,20.190.146.32,443,6,26/03/2025 12:32:35 AM,309660,1,1,0,0,0,0,0,0,0,0,0,0,0,6.458696635,309660,0,309660,309660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,3.229348318,3.229348318,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,254,0,0,0,0,0,0,0,0,0,0,No Label
183.82.12.170-192.168.0.104-443-58433-6,192.168.0.104,58433,183.82.12.170,443,6,26/03/2025 12:32:27 AM,3092467,1,1,0,0,0,0,0,0,0,0,0,0,0,0.646732851,3092467,0,3092467,3092467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0.323366426,0.323366426,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,1019,0,0,0,0,0,0,0,0,0,0,No Label
192.168.0.104-23.53.128.229-58164-80-6,192.168.0.104,58164,23.53.128.229,80,6,26/03/2025 12:32:28 AM,1213574,1,1,0,0,0,0,0,0,0,0,0,0,0,1.64802476,1213574,0,1213574,1213574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0.82401238,0.82401238,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,252,0,0,0,0,0,0,0,0,0,0,No Label
192.168.0.104-52.66.25.95-58399-443-6,52.66.25.95,443,192.168.0.104,58399,6,26/03/2025 12:32:28 AM,784,1,2,0,31,0,0,0,0,31,0,15.5,21.92031022,39540.81633,3826.530612,392,478.0041841,730,54,0,0,0,0,0,54,54,0,54,54,0,1,0,0,20,40,1275.510204,2551.020408,0,31,15.5,17.89785834,320.3333333,0,0,0,1,1,0,0,0,2,20.66666667,0,15.5,0,0,0,0,0,0,1,0,2,31,-1,0,0,0,0,0,0,0,0,0,0,0,No Label
192.168.0.104-52.66.25.95-58396-443-6,52.66.25.95,443,192.168.0.104,58396,6,26/03/2025 12:32:28 AM,0,1,1,0,31,0,0,0,0,31,31,31,0,Infinity,Infinity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20,20,0,0,0,31,20.66666667,17.89785834,320.3333333,0,0,0,1,1,0,0,0,1,31,0,31,0,0,0,0,0,0,1,0,1,31,-1,131,0,0,0,0,0,0,0,0,0,0,No Label
